1,Calcium, 1.080, 0.02,9.6120E14,312.11
2,Calcium, 1.022, 0.93,9.6120E14,312.11
3,Calcium, 0.922, 2.42,9.6120E14,312.11
4,Calcium, 0.748, 4.91,9.6120E14,312.11
5,Calcium, 0.508, 8.48,9.6120E14,312.11
6,Calcium, 0.378, 10.41,9.6120E14,312.11
7,Calcium, 0.130, 14.12,9.6120E14,312.11
