1,Calcium, 1.602, 0.44,10.9625E14,273.66
2,Calcium, 1.410, 2.29,10.9625E14,273.66
3,Calcium, 1.229, 4.03,10.9625E14,273.66
4,Calcium, 1.029, 5.96,10.9625E14,273.66
5,Calcium, 0.731, 8.92,10.9625E14,273.66
6,Calcium, 0.498, 11.14,10.9625E14,273.66
7,Calcium, 0.252, 13.56,10.9625E14,273.66
