1,Calcium, 1.810, 0.18,11.4112E14,262.90
2,Calcium, 1.531, 2.63,11.4112E14,262.90
3,Calcium, 1.218, 5.35,11.4112E14,262.90
4,Calcium, 0.958, 7.61,11.4112E14,262.90
5,Calcium, 0.760, 9.34,11.4112E14,262.90
6,Calcium, 0.590, 10.86,11.4112E14,262.90
7,Calcium, 0.320, 13.24,11.4112E14,262.90
