1,Calcium, 2.310, 0.12,12.6132E14,237.85
2,Calcium, 1.960, 2.52,12.6132E14,237.85
3,Calcium, 1.429, 6.18,12.6132E14,237.85
4,Calcium, 1.061, 8.74,12.6132E14,237.85
5,Calcium, 0.750, 10.84,12.6132E14,237.85
6,Calcium, 0.350, 13.59,12.6132E14,237.85
7,Calcium, 1.272, 7.29,12.6132E14,237.85
